epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,19866.3,1.07005,0.54649,0.98715,0.80478,0.57811,0.66432,0.43728,1.13242,0.57396,1.03562,0.001486,0.001486,0.001486
131,19997.4,1.0649,0.54893,0.98769,0.75526,0.61421,0.66371,0.43388,1.13464,0.57472,1.03897,0.00142,0.00142,0.00142
132,20128.5,1.05943,0.54354,0.98095,0.79215,0.58326,0.66707,0.43528,1.13136,0.57339,1.03779,0.001354,0.001354,0.001354
133,20259.3,1.0603,0.5446,0.98485,0.80449,0.58232,0.66615,0.43585,1.13061,0.57022,1.03765,0.001288,0.001288,0.001288
134,20390.9,1.05809,0.54176,0.98056,0.82882,0.57725,0.66822,0.43878,1.13128,0.56893,1.03644,0.001222,0.001222,0.001222
135,20522.1,1.05651,0.54235,0.97992,0.81667,0.5827,0.66927,0.4383,1.12607,0.56941,1.03631,0.001156,0.001156,0.001156
136,20653,1.05535,0.53982,0.97655,0.79991,0.59485,0.66626,0.43873,1.12841,0.5707,1.03676,0.00109,0.00109,0.00109
137,20784.1,1.05133,0.53908,0.9796,0.79167,0.59165,0.66597,0.4379,1.12765,0.57034,1.03572,0.001024,0.001024,0.001024
138,20914.9,1.04541,0.53592,0.98031,0.80438,0.58452,0.67022,0.43878,1.12483,0.57057,1.03594,0.000958,0.000958,0.000958
139,21045.8,1.05405,0.54085,0.98088,0.84056,0.57025,0.66829,0.43824,1.12232,0.57181,1.03429,0.000892,0.000892,0.000892
140,21176.9,1.03954,0.53254,0.97799,0.80228,0.58629,0.66566,0.4391,1.12439,0.57254,1.03618,0.000826,0.000826,0.000826
141,21316.3,1.03822,0.53592,0.97134,0.76704,0.60774,0.6654,0.43696,1.12439,0.57172,1.03648,0.00076,0.00076,0.00076
142,21447.3,1.0422,0.53528,0.97254,0.75657,0.61465,0.66662,0.43823,1.12123,0.57002,1.0354,0.000694,0.000694,0.000694
143,21578.2,1.03746,0.53173,0.97264,0.76766,0.61307,0.6663,0.43798,1.12267,0.56999,1.03559,0.000628,0.000628,0.000628
144,21709.3,1.02827,0.52867,0.97082,0.77884,0.61692,0.67125,0.43849,1.12428,0.57012,1.03518,0.000562,0.000562,0.000562
145,21839.4,1.02965,0.529,0.97293,0.76786,0.60224,0.6692,0.43945,1.12089,0.56792,1.0337,0.000496,0.000496,0.000496
146,21970,1.03658,0.53077,0.97313,0.7779,0.60868,0.67085,0.43957,1.11954,0.568,1.03384,0.00043,0.00043,0.00043
147,22100.6,1.02834,0.5298,0.97302,0.78076,0.60743,0.67125,0.44089,1.12052,0.56683,1.03474,0.000364,0.000364,0.000364
148,22231.4,1.0212,0.52431,0.9682,0.79098,0.60213,0.67332,0.44029,1.12024,0.56855,1.03383,0.000298,0.000298,0.000298
149,22360.9,1.02968,0.52764,0.97404,0.78153,0.60698,0.67556,0.44063,1.12059,0.5666,1.03381,0.000232,0.000232,0.000232
150,22490.6,1.01745,0.52088,0.96842,0.769,0.6155,0.67234,0.44086,1.12039,0.56674,1.0333,0.000166,0.000166,0.000166
